Date,Price
7/12/2016,0.054520573
7/13/2016,0.054447844
7/14/2016,0.054485817
7/15/2016,0.05374957
7/18/2016,0.054388913
7/19/2016,0.054053178
7/20/2016,0.05353405
7/21/2016,0.053830005
7/22/2016,0.053919111
7/25/2016,0.053259197
7/26/2016,0.053263452
7/27/2016,0.05311831
7/28/2016,0.052930217
7/29/2016,0.053325654
8/1/2016,0.053009059
8/2/2016,0.052813368
8/3/2016,0.052944789
8/4/2016,0.052888506
8/5/2016,0.053321389
8/8/2016,0.053898767
8/9/2016,0.054239053
8/10/2016,0.054302967
8/11/2016,0.054856441
8/12/2016,0.054763913
8/15/2016,0.055317077
8/16/2016,0.055366694
8/17/2016,0.055128311
8/18/2016,0.054977981
8/19/2016,0.054884742
8/22/2016,0.054660341
8/23/2016,0.053852326
8/24/2016,0.054184096
8/25/2016,0.054447548
8/26/2016,0.053785128
8/29/2016,0.053690699
8/30/2016,0.053140328
8/31/2016,0.053237931
9/1/2016,0.053338738
9/2/2016,0.053826238
9/5/2016,0.053864799
9/6/2016,0.054715969
9/7/2016,0.054407852
9/8/2016,0.053554119
9/9/2016,0.052913972
9/12/2016,0.053154733
9/13/2016,0.052394425
9/14/2016,0.051884981
9/15/2016,0.051692142
9/16/2016,0.05099283
9/19/2016,0.050786686
9/20/2016,0.050476243
9/21/2016,0.050656252
9/22/2016,0.050981912
9/23/2016,0.050532358
9/26/2016,0.050308897
9/27/2016,0.051571912
9/28/2016,0.051599321
9/29/2016,0.051226097
9/30/2016,0.051585746
10/3/2016,0.051851353
10/4/2016,0.051743765
10/5/2016,0.052046738
10/6/2016,0.051987211
10/7/2016,0.051811055
10/10/2016,0.052831504
10/11/2016,0.052868374
10/12/2016,0.052852447
10/13/2016,0.052840159
10/14/2016,0.052609704
10/17/2016,0.052985466
10/18/2016,0.053716655
10/19/2016,0.053988392
10/20/2016,0.053703962
10/21/2016,0.053779054
10/24/2016,0.053899639
10/25/2016,0.053992182
10/26/2016,0.053520011
10/27/2016,0.053079683
10/28/2016,0.052674828
10/31/2016,0.053010464
11/1/2016,0.052081435
11/2/2016,0.051630757
11/3/2016,0.052151511
11/4/2016,0.052557998
11/7/2016,0.053779633
11/8/2016,0.054577407
11/9/2016,0.050393066
11/10/2016,0.048601728
11/11/2016,0.047963471
11/14/2016,0.048331126
11/15/2016,0.049335208
11/16/2016,0.049484128
11/17/2016,0.04895098
11/18/2016,0.048441398
11/21/2016,0.048900951
11/22/2016,0.04855571
11/23/2016,0.048438817
11/24/2016,0.048206478
11/25/2016,0.04841724
11/28/2016,0.048472393
11/29/2016,0.04848814
11/30/2016,0.048604327
12/1/2016,0.048126669
12/2/2016,0.048477562
12/5/2016,0.048557125
12/6/2016,0.04903427
12/7/2016,0.04917533
12/8/2016,0.049219381
12/9/2016,0.049045092
12/12/2016,0.049469685
12/13/2016,0.049312096
12/14/2016,0.048850069
12/15/2016,0.049182102
12/16/2016,0.048924876
12/19/2016,0.049052069
12/20/2016,0.048879917
12/21/2016,0.048643101
12/22/2016,0.048171413
12/23/2016,0.048521313
12/26/2016,0.048461822
12/27/2016,0.048171181
12/28/2016,0.048182786
12/29/2016,0.048243689
12/30/2016,0.048245783
1/2/2017,0.048231356
1/3/2017,0.047370465
1/4/2017,0.046628959
1/5/2017,0.046679675
1/6/2017,0.047121578
1/9/2017,0.04677531
1/10/2017,0.045857466
1/11/2017,0.045751096
1/12/2017,0.045914104
1/13/2017,0.046562522
1/16/2017,0.04600599
1/17/2017,0.046494544
1/18/2017,0.045548956
1/19/2017,0.045546674
1/20/2017,0.046322674
1/23/2017,0.046755408
1/24/2017,0.046452644
1/25/2017,0.047456565
1/26/2017,0.047138904
1/27/2017,0.047878274
1/30/2017,0.048114165
1/31/2017,0.048002611
2/1/2017,0.048291915
